Transaction_ID,Date_Time,Branch,Product_Name,Size,Unit_Price,Quantity,Discount_Rate,Topping_Type,Customer_ID,Customer_Age,Customer_Gender,Membership_Status,Payment_Method,Order_Source,Delivery_Time_Min,Delivery_Distance_KM,Staff_ID,Temperature_Celsius,Humidity_Percent,Store_Rating,Is_Public_Holiday,Category,Region,Is_Weekend,Hour_of_Day,Tax_Amount,Total_Sales,Net_price,Month_name
103529,"2024-02-06 18:00:00",Giza-Zayed,"Qishtouza Lotus",Medium,85.7,10,0,Nutella,74982,55,Female,Silver,Cash,ElMenus,99,9.5,111,26,55.6,3,"Not Holiday",Modern,"Greater Cairo","not weekend",18,119.98,976.98,857.00,February
104605,"2024-02-17 23:00:00",Tanta-Saeed,"Om Ali Cream",Large,165.28,10,0,Lotus,60452,58,Unknown,Bronze,Instapay,Talabat,113,0.8,114,43.5,36.1,3,Holiday,Traditional,Delta,Weekend,23,231.39,1884.19,1652.80,February
107024,"2024-03-14 03:45:00",Mansoura-Mashaya,"Rice Pudding Nuts",Small,86.76,4,0,"No Topping",86224,71,Female,Bronze,Instapay,"Mobile App",76,11.1,129,26.2,86.8,5,"Not Holiday",Traditional,Delta,"not weekend",3,48.59,395.63,347.04,March
106322,"2024-03-06 20:15:00",Cairo-Zamalek,"Rice Pudding Nuts",Large,103.35,3,0,Lotus,86965,16,Female,Silver,Wallet,ElMenus,21,6.8,141,24.5,50.8,5,"Not Holiday",Traditional,"Greater Cairo","not weekend",20,43.41,353.46,310.05,March
100746,"2024-01-08 18:15:00",Cairo-Zamalek,"Qishtouza Lotus",Medium,177.57,7,0,Nutella,70869,14,Male,Bronze,Instapay,ElMenus,12,12.3,106,23.8,85.7,2,"Not Holiday",Modern,"Greater Cairo","not weekend",18,174.02,1417.01,1242.99,January
100711,"2024-01-08 09:30:00",Dubai-Marina,"Om Ali Cream",Medium,117.23,10,0,Pistachio,80500,56,Female,"No Membership",Wallet,"Mobile App",59,6,140,24.4,54.7,5,"Not Holiday",Traditional,UAE,"not weekend",9,164.12,1336.42,1172.30,January
100380,"2024-01-04 22:45:00","Cairo-Nasr City","Sweet Koshary Mix",Large,155.03,5,0,"No Topping",69377,64,Male,Bronze,Instapay,"Mobile App",62,4,146,23.3,68.1,3,"Not Holiday",Signature,"Greater Cairo","not weekend",22,108.52,883.67,775.15,January
108783,"2024-04-01 11:30:00",Riyadh-Olaya,"Sweet Koshary Mix",Small,126.75,5,0,Nuts,74720,73,Female,"No Membership",Instapay,ElMenus,65,1.9,148,25,62.9,4,"Not Holiday",Signature,KSA,"not weekend",11,88.72,722.47,633.75,April
103012,"2024-02-01 08:45:00",Riyadh-Olaya,"Om Ali Cream",Medium,113.73,4,0,"No Topping",64918,21,Female,"No Membership",Wallet,In-store,81,14.1,127,19.6,86.5,4,"Not Holiday",Traditional,KSA,"not weekend",8,63.69,518.61,454.92,February
108859,"2024-04-02 06:30:00",Dubai-Marina,"Qishtouza Nutella",Medium,95.7,8,0,Nuts,72397,54,Female,Bronze,Cash,Talabat,95,10.5,103,19.6,67.3,NULL,"Not Holiday",Modern,UAE,"not weekend",6,107.18,872.78,765.60,April
107153,"2024-03-15 12:00:00",Alex-Stanly,"Rice Pudding Nuts",Large,58.66,7,0,"No Topping",52951,31,Female,Gold,Wallet,In-store,54,5.2,111,35,37.3,3,"Not Holiday",Traditional,Alexandria,Weekend,12,57.49,468.11,410.62,March
108567,"2024-03-30 05:30:00",Cairo-Zamalek,"Qishtouza Lotus",Large,156.96,7,0.05,Lotus,54308,44,Female,"No Membership",Cash,In-store,76,4.4,123,35.4,73.7,3,"Not Holiday",Modern,"Greater Cairo",Weekend,5,153.82,1197.6,991.59,March
103498,"2024-02-06 10:15:00",Dubai-Marina,"Rice Pudding Nuts",Small,114.76,11,0.1,Nuts,54882,68,Female,Bronze,"Credit Card",ElMenus,72,8.5,131,43.8,31.2,5,"Not Holiday",Traditional,UAE,"not weekend",10,176.73,1312.85,1022.51,February
103890,"2024-02-10 12:15:00",Giza-Zayed,"Qishtouza Lotus",Medium,92.64,2,0,"No Topping",59770,13,Unknown,Bronze,"Credit Card","Mobile App",50,4.4,129,41.3,49,2,"Not Holiday",Modern,"Greater Cairo",Weekend,12,25.94,211.22,185.28,February
104485,"2024-02-16 17:00:00",Alex-Stanly,"Rice Pudding Oven",Small,160.33,5,0,"No Topping",53364,74,Female,Silver,Instapay,Talabat,109,7.9,127,27,47,4,"Not Holiday",Traditional,Alexandria,Weekend,17,112.23,913.88,801.65,February
104012,"2024-02-11 18:45:00",Dubai-Marina,"Rice Pudding Oven",Large,154.57,3,0,Nutella,50407,33,Male,"No Membership",Wallet,ElMenus,71,9.3,112,37,60.8,3,"Not Holiday",Traditional,UAE,Weekend,18,64.92,528.63,463.71,February
102620,"2024-01-28 06:45:00",Dubai-Marina,"Rice Pudding Oven",Medium,77.25,7,0,"No Topping",62439,43,Female,"No Membership","Credit Card",ElMenus,115,10,128,40.9,42.9,3,"Not Holiday",Traditional,UAE,Weekend,6,75.71,616.46,540.75,January
106671,"2024-03-10 11:30:00",Mansoura-Mashaya,"Rice Pudding Oven",Medium,41.03,5,0,Nutella,74178,44,Male,Gold,Wallet,"Mobile App",10,5.6,113,42.7,36,3,"Not Holiday",Traditional,Delta,Weekend,11,28.72,233.87,205.15,March
106513,"2024-03-08 20:00:00",Cairo-Zamalek,"Ice Cream Mango",Medium,79.68,4,0,Pistachio,81856,55,Male,Silver,Cash,ElMenus,82,13.7,104,41.2,53.8,3,"Not Holiday","Ice Cream","Greater Cairo",Weekend,20,44.62,363.34,318.72,March
103468,"2024-02-06 02:45:00",Cairo-Zamalek,"Ice Cream Mango",Large,93.2,6,0,"No Topping",83611,52,Unknown,Gold,Wallet,Talabat,68,10.5,128,42.9,67.9,3,"Not Holiday","Ice Cream","Greater Cairo","not weekend",2,78.29,637.49,559.20,February
101314,"2024-01-14 16:15:00",Mansoura-Mashaya,"Qishtouza Lotus",Large,125.49,8,0,"No Topping",85783,63,Male,Gold,Instapay,In-store,36,13.5,136,15.2,87,4,"Not Holiday",Modern,Delta,Weekend,16,140.55,1144.47,1003.92,January
108606,"2024-03-30 15:15:00",Riyadh-Olaya,"Rice Pudding Nuts",Medium,174.64,7,0,"No Topping",53960,26,Female,Bronze,"Credit Card","Mobile App",13,2.6,125,21.3,52,1,"Not Holiday",Traditional,KSA,Weekend,15,171.15,1393.63,1222.48,March
102070,"2024-01-22 13:15:00",Alex-Stanly,"Sweet Koshary Mix",Medium,62.57,4,0.05,Nuts,74311,44,Male,"No Membership",Instapay,ElMenus,104,12.8,120,31.5,40.1,5,"Not Holiday",Signature,Alexandria,"not weekend",13,35.04,272.81,225.88,January
102983,"2024-02-01 01:30:00","Cairo-Nasr City","Qishtouza Nutella",Small,166.52,9,0.15,Nutella,69657,63,Female,"No Membership",Wallet,Talabat,57,13.6,120,24.3,72.7,5,"Not Holiday",Modern,"Greater Cairo","not weekend",1,209.82,1483.7,1082.80,February
105915,"2024-03-02 14:30:00",Tanta-Saeed,"Om Ali Cream",Large,178.77,4,0,Pistachio,50483,28,Female,Silver,Cash,"Mobile App",29,3.2,103,34.8,27,5,"Not Holiday",Traditional,Delta,Weekend,14,100.11,815.19,715.08,March
109171,"2024-04-05 12:30:00",Cairo-Zamalek,"Super B.Laban",Large,90.06,6,0.05,"No Topping",81618,67,Unknown,"No Membership",Wallet,Talabat,27,4,104,17.4,28.3,2,"Not Holiday",Signature,"Greater Cairo",Weekend,12,75.65,588.99,487.67,April
101286,"2024-01-14 09:15:00",Tanta-Saeed,"Qishtouza Lotus",Small,167.69,5,0,"No Topping",89351,70,Female,"No Membership",Wallet,In-store,94,14.7,137,31.6,55.2,3,"Not Holiday",Modern,Delta,Weekend,9,117.38,955.83,838.45,January
108991,"2024-04-03 15:30:00",Riyadh-Olaya,"Sweet Koshary Mix",Medium,122.29,4,0,Lotus,82424,42,Female,Gold,Cash,In-store,27,14,108,34.8,43.5,2,"Not Holiday",Signature,KSA,"not weekend",15,68.48,557.64,489.16,April
108430,"2024-03-28 19:15:00",Cairo-Zamalek,"Rice Pudding Nuts",Small,140.3,2,0.05,Lotus,61315,55,Male,"No Membership",Cash,Talabat,80,14.8,126,32.8,35.9,1,"Not Holiday",Traditional,"Greater Cairo","not weekend",19,39.28,305.85,253.24,March
101350,"2024-01-15 01:15:00",Mansoura-Mashaya,"Sweet Koshary Mix",Large,118.05,3,0,Lotus,62279,28,Female,Bronze,Instapay,"Mobile App",62,8.7,116,40.2,30.9,2,"Not Holiday",Signature,Delta,"not weekend",1,49.58,403.73,354.15,January
102612,"2024-01-28 04:45:00",Riyadh-Olaya,"Sweet Koshary Mix",Small,139.56,3,0.1,"No Topping",87689,74,Male,Bronze,Cash,"Mobile App",78,5.7,130,37.2,60.3,3,"Not Holiday",Signature,KSA,Weekend,4,58.62,435.43,339.13,January
109495,"2024-04-08 21:30:00",Riyadh-Olaya,"Rice Pudding Oven",Medium,67.72,5,0.1,Pistachio,65520,45,Male,Bronze,"Credit Card",In-store,35,5.5,106,17.7,68,1,"Not Holiday",Traditional,KSA,"not weekend",21,47.4,352.14,274.27,April
103669,"2024-02-08 05:00:00",Riyadh-Olaya,"Super B.Laban",Large,42.02,6,0,Nutella,81937,74,Male,"No Membership","Credit Card",Talabat,114,4.7,102,27.5,33.1,5,"Not Holiday",Signature,KSA,"not weekend",5,35.3,287.42,252.12,February
102222,"2024-01-24 03:15:00",Alex-Stanly,"Rice Pudding Nuts",Small,143.91,4,0,Pistachio,65019,72,Female,Gold,Wallet,"Mobile App",115,14.8,125,18.4,40.1,NULL,"Not Holiday",Traditional,Alexandria,"not weekend",3,80.59,656.23,575.64,January
100428,"2024-01-05 10:45:00",Giza-Zayed,"Super B.Laban",Large,45.88,6,0,Lotus,73236,31,Male,Bronze,Instapay,"Mobile App",107,6.7,110,16.7,38.4,4,"Not Holiday",Signature,"Greater Cairo",Weekend,10,38.54,313.82,275.28,January
100654,"2024-01-07 19:15:00",Mansoura-Mashaya,"Ice Cream Mango",Medium,69.16,3,0,"No Topping",83184,74,Male,Gold,Wallet,ElMenus,27,2.3,137,23.9,34.9,4,"Not Holiday","Ice Cream",Delta,Weekend,19,29.05,236.53,207.48,January
109914,"2024-04-13 06:15:00",Tanta-Saeed,"Qishtouza Nutella",Medium,121.2,7,0,"No Topping",78300,41,Female,Silver,Wallet,"Mobile App",10,9.2,138,20.8,58.2,3,"Not Holiday",Modern,Delta,Weekend,6,118.78,967.18,848.40,April
103536,"2024-02-06 19:45:00",Alex-Stanly,"Sweet Koshary Mix",Medium,73.33000000000001,5,0,Nutella,57790,20,Male,Silver,Cash,ElMenus,103,3.2,101,43.9,54.9,2,"Not Holiday",Signature,Alexandria,"not weekend",19,51.33,417.98,366.65,February
107737,"2024-03-21 14:00:00",Tanta-Saeed,"Sweet Koshary Mix",Medium,85.7,7,0,Lotus,60700,64,Male,Gold,Cash,ElMenus,59,6.3,113,38.6,74.4,3,Holiday,Signature,Delta,"not weekend",14,83.99,683.89,599.90,March
103246,"2024-02-03 19:15:00",Cairo-Zamalek,"Rice Pudding Nuts",Medium,166.7,11,0.15,Nuts,76893,70,Female,Silver,Instapay,Talabat,16,1.7,133,15,82.9,1,"Not Holiday",Traditional,"Greater Cairo",Weekend,19,256.72,1815.36,1324.84,February
104741,"2024-02-19 09:00:00","Cairo-Nasr City","Qishtouza Nutella",Large,80.3,4,0.15,Nuts,64102,37,Female,Gold,Cash,ElMenus,74,8.4,138,17.9,25.3,2,"Not Holiday",Modern,"Greater Cairo","not weekend",9,44.97,317.99,232.07,February
109069,"2024-04-04 11:00:00",Mansoura-Mashaya,"Ice Cream Mango",Medium,118.75,5,0.15,Lotus,64757,35,Female,Silver,Instapay,"Mobile App",47,14.4,101,33.6,43.3,4,"Not Holiday","Ice Cream",Delta,"not weekend",11,83.13,587.82,428.99,April
104100,"2024-02-12 16:45:00",Tanta-Saeed,"Rice Pudding Nuts",Large,73.64,4,0.15,Nutella,63882,44,Female,Gold,Wallet,Talabat,80,12.8,116,27.4,83.6,NULL,"Not Holiday",Traditional,Delta,"not weekend",16,41.24,291.62,212.82,February
104101,"2024-02-12 17:00:00",Tanta-Saeed,"Ice Cream Mango",Medium,125.93,1,0,Lotus,82683,44,Male,Bronze,Instapay,ElMenus,97,3.9,147,29.7,50.7,3,"Not Holiday","Ice Cream",Delta,"not weekend",17,17.63,143.56,125.93,February
106960,"2024-03-13 11:45:00",Mansoura-Mashaya,"Sweet Koshary Mix",Large,73.28,7,0,Lotus,65150,44,Female,Gold,Wallet,Talabat,23,13.4,145,22.1,55.1,5,"Not Holiday",Signature,Delta,"not weekend",11,71.81,584.77,512.96,March
100612,"2024-01-07 08:45:00",Cairo-Zamalek,"Om Ali Cream",Large,110.09,8,0.05,Pistachio,88848,39,Unknown,Gold,Wallet,In-store,62,0.8,109,39,52.8,4,"Not Holiday",Traditional,"Greater Cairo",Weekend,8,123.3,959.98,794.85,January
104289,"2024-02-14 16:00:00",Alex-Stanly,"Ice Cream Mango",Large,88.43,9,0,Pistachio,87458,38,Female,"No Membership","Credit Card",ElMenus,80,8.5,116,34.6,85.6,2,"Not Holiday","Ice Cream",Alexandria,"not weekend",16,111.42,907.29,795.87,February
108571,"2024-03-30 06:30:00",Tanta-Saeed,"Om Ali Cream",Small,94.09,1,0,Pistachio,82486,40,Male,"No Membership",Wallet,Talabat,71,5.7,102,25.4,68.2,2,"Not Holiday",Traditional,Delta,Weekend,6,13.17,107.26,94.09,March
109713,"2024-04-11 04:00:00",Cairo-Zamalek,"Super B.Laban",Medium,157.44,4,0.1,"No Topping",69236,22,Unknown,"No Membership",Instapay,In-store,43,5.8,132,19.3,87,3,"Not Holiday",Signature,"Greater Cairo","not weekend",4,88.17,654.95,510.10,April
101544,"2024-01-17 01:45:00",Mansoura-Mashaya,"Qishtouza Lotus",Medium,56.85,10,0,"No Topping",61202,30,Female,Bronze,Instapay,"Mobile App",11,5.6,108,41.5,77.6,NULL,"Not Holiday",Modern,Delta,"not weekend",1,79.59,648.09,568.50,January
109536,"2024-04-09 07:45:00",Mansoura-Mashaya,"Sweet Koshary Mix",Medium,151.83,1,0,"No Topping",50018,27,Female,Bronze,Cash,"Mobile App",100,4,104,44.7,22.5,3,"Not Holiday",Signature,Delta,"not weekend",7,21.26,173.09,151.83,April
103854,"2024-02-10 03:15:00",Dubai-Marina,"Om Ali Cream",Small,179.83,5,0.1,Pistachio,68010,39,Male,Bronze,Cash,"Mobile App",94,4.2,112,40.7,73.2,1,Holiday,Traditional,UAE,Weekend,3,125.88,935.12,728.32,February
100555,"2024-01-06 18:30:00","Cairo-Nasr City","Om Ali Cream",Large,97.31,10,0,"No Topping",85890,19,Female,"No Membership",Wallet,Talabat,18,7.5,149,22.1,80,5,"Not Holiday",Traditional,"Greater Cairo",Weekend,18,136.23,1109.33,973.10,January
106366,"2024-03-07 07:15:00",Giza-Zayed,"Sweet Koshary Mix",Medium,155.76,10,0.15,Nutella,67854,44,Female,Bronze,Instapay,In-store,113,9.1,119,43.7,49.3,4,"Not Holiday",Signature,"Greater Cairo","not weekend",7,218.06,1542.02,1125.37,March
100512,"2024-01-06 07:45:00",Cairo-Zamalek,"Om Ali Cream",Medium,132.01,10,0,"No Topping",73639,37,Unknown,"No Membership",Instapay,Talabat,26,3,145,38.4,70.5,NULL,"Not Holiday",Traditional,"Greater Cairo",Weekend,7,184.81,1504.91,1320.10,January
103207,"2024-02-03 09:30:00","Cairo-Nasr City","Rice Pudding Nuts",Medium,71.01,11,0,"No Topping",63737,74,Female,"No Membership",Instapay,In-store,54,4.1,129,18,31.4,NULL,"Not Holiday",Traditional,"Greater Cairo",Weekend,9,109.36,890.47,781.11,February
108085,"2024-03-25 05:00:00",Mansoura-Mashaya,"Super B.Laban",Large,69.46,2,0,Nuts,54034,12,Female,"No Membership","Credit Card","Mobile App",79,8.3,139,27.4,23,2,"Not Holiday",Signature,Delta,"not weekend",5,19.45,158.37,138.92,March
100968,"2024-01-11 01:45:00",Tanta-Saeed,"Sweet Koshary Mix",Medium,107.6,2,0,Nuts,68184,53,Female,Gold,Wallet,ElMenus,59,9.6,124,24.1,57.4,4,"Not Holiday",Signature,Delta,"not weekend",1,30.13,245.33,215.20,January
106044,"2024-03-03 22:45:00","Cairo-Nasr City","Ice Cream Mango",Large,135.52,2,0,Pistachio,53375,40,Female,Gold,"Credit Card",Talabat,35,1.8,129,31.2,20.7,2,"Not Holiday","Ice Cream","Greater Cairo",Weekend,22,37.95,308.99,271.04,March
106880,"2024-03-12 15:45:00",Cairo-Zamalek,"Rice Pudding Oven",Medium,128.39,1,0,"No Topping",62666,41,Male,Silver,Wallet,Talabat,35,9.2,105,38.1,71.3,NULL,"Not Holiday",Traditional,"Greater Cairo","not weekend",15,17.97,146.36,128.39,March
106776,"2024-03-11 13:45:00",Giza-Zayed,"Sweet Koshary Mix",Medium,121.15,1,0,Lotus,88506,17,Female,Silver,"Credit Card",ElMenus,71,10.5,123,16,67.6,5,"Not Holiday",Signature,"Greater Cairo","not weekend",13,16.96,138.11,121.15,March
103296,"2024-02-04 07:45:00",Giza-Zayed,"Super B.Laban",Medium,108.02,2,0.05,Nuts,61841,60,Male,Gold,Instapay,Talabat,10,6.8,135,44.7,60.7,NULL,"Not Holiday",Signature,"Greater Cairo",Weekend,7,30.25,235.49,194.98,February
108702,"2024-03-31 15:15:00",Dubai-Marina,"Rice Pudding Nuts",Large,43.14,3,0,Lotus,77837,35,Male,Silver,Cash,In-store,85,8.4,149,21.7,54.5,2,"Not Holiday",Traditional,UAE,Weekend,15,18.12,147.54,129.42,March
103430,"2024-02-05 17:15:00",Tanta-Saeed,"Rice Pudding Oven",Medium,68.1,2,0,Pistachio,69252,44,Male,Bronze,Wallet,In-store,103,12.3,123,36.3,38.2,3,"Not Holiday",Traditional,Delta,"not weekend",17,19.07,155.27,136.20,February
108871,"2024-04-02 09:30:00",Cairo-Zamalek,"Sweet Koshary Mix",Small,162.67,7,0,"No Topping",62991,18,Female,"No Membership","Credit Card",ElMenus,62,8.7,124,32.1,26.5,3,"Not Holiday",Signature,"Greater Cairo","not weekend",9,159.42,1298.11,1138.69,April
106963,"2024-03-13 12:30:00",Mansoura-Mashaya,"Sweet Koshary Mix",Large,58.34,4,0,Nutella,80502,69,Female,Gold,Wallet,"Mobile App",97,2.9,131,26.4,30.6,3,"Not Holiday",Signature,Delta,"not weekend",12,32.67,266.03,233.36,March
102089,"2024-01-22 18:00:00",Riyadh-Olaya,"Qishtouza Nutella",Medium,108.83,1,0,Pistachio,58716,74,Male,Silver,Wallet,In-store,21,1.8,114,41.7,82.8,1,"Not Holiday",Modern,KSA,"not weekend",18,15.24,124.07,108.83,January
108500,"2024-03-29 12:45:00","Cairo-Nasr City","Rice Pudding Nuts",Small,54.38,8,0,"No Topping",58392,73,Male,Bronze,Cash,"Mobile App",18,5.4,140,42.1,59.1,2,"Not Holiday",Traditional,"Greater Cairo",Weekend,12,60.91,495.95,435.04,March
106163,"2024-03-05 04:30:00",Riyadh-Olaya,"Qishtouza Lotus",Medium,136.64,5,0,"No Topping",65371,41,Female,Gold,"Credit Card","Mobile App",118,12.8,101,36.4,71.8,NULL,"Not Holiday",Modern,KSA,"not weekend",4,95.65,778.85,683.20,March
103211,"2024-02-03 10:30:00","Cairo-Nasr City","Qishtouza Nutella",Medium,60.42,9,0.15,Pistachio,74913,42,Male,"No Membership",Instapay,ElMenus,29,4,122,19,73.7,NULL,"Not Holiday",Modern,"Greater Cairo",Weekend,10,76.13,538.34,392.88,February
109201,"2024-04-05 20:00:00",Dubai-Marina,"Qishtouza Lotus",Small,135.7,6,0,Lotus,64582,30,Male,"No Membership",Wallet,ElMenus,81,4.4,127,30.8,74.3,1,"Not Holiday",Modern,UAE,Weekend,20,113.99,928.19,814.20,April
106606,"2024-03-09 19:15:00",Cairo-Zamalek,"Super B.Laban",Medium,54.68,10,0,Lotus,71336,45,Female,Gold,Instapay,Talabat,31,9.3,136,26.1,86.2,1,"Not Holiday",Signature,"Greater Cairo",Weekend,19,76.55,623.35,546.80,March
101110,"2024-01-12 13:15:00",Alex-Stanly,"Ice Cream Mango",Medium,114.93,5,0.1,Pistachio,67432,56,Female,Silver,Wallet,"Mobile App",23,9,143,32.6,35.5,1,"Not Holiday","Ice Cream",Alexandria,Weekend,13,80.45,597.64,465.47,January
105729,"2024-02-29 16:00:00",Alex-Stanly,"Super B.Laban",Medium,57.44,2,0,"No Topping",68282,39,Female,Gold,Instapay,Talabat,105,14.9,111,20.1,52.7,NULL,"Not Holiday",Signature,Alexandria,"not weekend",16,16.08,130.96,114.88,February
107830,"2024-03-22 13:15:00",Dubai-Marina,"Super B.Laban",Medium,64.71,10,0,"No Topping",68882,28,Unknown,"No Membership",Wallet,In-store,57,1.7,133,31.1,72.2,2,"Not Holiday",Signature,UAE,Weekend,13,90.59,737.69,647.10,March
101039,"2024-01-11 19:30:00","Cairo-Nasr City","Om Ali Cream",Large,146.85,3,0,Pistachio,65430,24,Female,Bronze,Wallet,Talabat,26,3.7,119,23.9,84.6,2,"Not Holiday",Traditional,"Greater Cairo","not weekend",19,61.68,502.23,440.55,January
101195,"2024-01-13 10:30:00",Cairo-Zamalek,"Sweet Koshary Mix",Small,153.22,7,0.15,Lotus,76964,26,Female,Bronze,"Credit Card",Talabat,111,14.1,121,36.9,35.2,4,"Not Holiday",Signature,"Greater Cairo",Weekend,10,150.16,1061.82,774.91,January
104475,"2024-02-16 14:30:00",Dubai-Marina,"Rice Pudding Oven",Medium,166.6,3,0.1,Pistachio,75373,13,Male,Gold,Wallet,ElMenus,48,6.1,130,15.8,29.4,4,"Not Holiday",Traditional,UAE,Weekend,14,69.97,519.79,404.84,February
109875,"2024-04-12 20:30:00","Cairo-Nasr City","Sweet Koshary Mix",Medium,117.63,4,0.15,Lotus,73237,67,Male,Gold,Cash,ElMenus,57,13.7,119,15.5,55.2,4,"Not Holiday",Signature,"Greater Cairo",Weekend,20,65.87,465.81,339.95,April
102123,"2024-01-23 02:30:00",Dubai-Marina,"Qishtouza Lotus",Medium,173.59,2,0.1,Nutella,77951,44,Female,Silver,Instapay,In-store,15,5.5,113,25.3,33.4,NULL,"Not Holiday",Modern,UAE,"not weekend",2,48.61,361.07,281.21,January
104983,"2024-02-21 21:30:00","Cairo-Nasr City","Super B.Laban",Large,132.81,3,0.1,Nutella,56111,33,Female,Silver,"Credit Card",Talabat,67,13.6,104,33.8,75.7,5,"Not Holiday",Signature,"Greater Cairo","not weekend",21,55.78,414.37,322.73,February
108974,"2024-04-03 11:15:00",Alex-Stanly,"Super B.Laban",Large,154.37,11,0,Lotus,57989,32,Female,Gold,Wallet,ElMenus,27,6.7,127,34.6,58.1,NULL,"Not Holiday",Signature,Alexandria,"not weekend",11,237.73,1935.8,1698.07,April
105701,"2024-02-29 09:00:00",Giza-Zayed,"Super B.Laban",Medium,141.63,2,0,Lotus,71058,13,Unknown,"No Membership",Instapay,ElMenus,104,12.8,127,22,51,1,Holiday,Signature,"Greater Cairo","not weekend",9,39.66,322.92,283.26,February
100935,"2024-01-10 17:30:00",Riyadh-Olaya,"Om Ali Cream",Medium,42.66,9,0.1,"No Topping",68444,35,Unknown,Gold,Instapay,ElMenus,44,9.6,117,32.9,71.7,NULL,"Not Holiday",Traditional,KSA,"not weekend",17,53.75,399.3,311.00,January
106102,"2024-03-04 13:15:00",Cairo-Zamalek,"Rice Pudding Nuts",Small,159.39,7,0.15,Pistachio,71388,16,Female,Gold,Cash,In-store,89,8.2,142,38,51.3,3,"Not Holiday",Traditional,"Greater Cairo","not weekend",13,156.2,1104.57,806.11,March
104690,"2024-02-18 20:15:00",Cairo-Zamalek,"Rice Pudding Nuts",Medium,159.17,6,0,"No Topping",75191,50,Female,"No Membership",Cash,ElMenus,81,11.6,126,38.7,79.7,3,"Not Holiday",Traditional,"Greater Cairo",Weekend,20,133.7,1088.72,955.02,February
100395,"2024-01-05 02:30:00",Alex-Stanly,"Sweet Koshary Mix",Small,45.13,3,0,Nutella,64590,13,Male,Bronze,Wallet,"Mobile App",42,2.5,111,34.4,65.9,5,"Not Holiday",Signature,Alexandria,Weekend,2,18.95,154.34,135.39,January
104686,"2024-02-18 19:15:00",Alex-Stanly,"Rice Pudding Oven",Small,83.96,8,0,Nuts,66699,67,Male,"No Membership",Instapay,"Mobile App",86,3.7,128,37.2,45.3,5,"Not Holiday",Traditional,Alexandria,Weekend,19,94.04,765.72,671.68,February
108777,"2024-04-01 10:00:00",Dubai-Marina,"Qishtouza Nutella",Medium,126.12,9,0,Nutella,70961,40,Female,Silver,Cash,Talabat,87,1,105,16.3,37.2,2,"Not Holiday",Modern,UAE,"not weekend",10,158.91,1293.99,1135.08,April
109166,"2024-04-05 11:15:00",Mansoura-Mashaya,"Rice Pudding Nuts",Large,91.37,8,0,Lotus,85055,44,Female,"No Membership",Instapay,ElMenus,103,8.2,106,32.8,89.8,5,"Not Holiday",Traditional,Delta,Weekend,11,102.33,833.29,730.96,April
105981,"2024-03-03 07:00:00",Mansoura-Mashaya,"Qishtouza Lotus",Medium,101.03,6,0.05,"No Topping",64425,65,Female,Silver,Instapay,Talabat,39,4.6,104,39.5,72.6,5,"Not Holiday",Modern,Delta,Weekend,7,84.87,660.74,547.08,March
109943,"2024-04-13 13:30:00",Giza-Zayed,"Rice Pudding Nuts",Large,158.62,2,0,Nuts,66198,64,Male,"No Membership","Credit Card",Talabat,106,1.2,123,36.8,71.5,4,"Not Holiday",Traditional,"Greater Cairo",Weekend,13,44.41,361.65,317.24,April
102192,"2024-01-23 19:45:00","Cairo-Nasr City","Rice Pudding Oven",Medium,65.9,9,0,"No Topping",68894,64,Female,Silver,Instapay,ElMenus,26,5.1,139,32.7,58.4,3,"Not Holiday",Traditional,"Greater Cairo","not weekend",19,83.03,676.13,593.10,January
101298,"2024-01-14 12:15:00","Cairo-Nasr City","Om Ali Cream",Small,98.01,6,0,Pistachio,87484,65,Unknown,"No Membership",Instapay,In-store,25,4.7,120,33.6,85.8,5,"Not Holiday",Traditional,"Greater Cairo",Weekend,12,82.33,670.39,588.06,January
105045,"2024-02-22 13:00:00",Tanta-Saeed,"Rice Pudding Nuts",Large,50.09,5,0,Nuts,58251,44,Male,"No Membership","Credit Card",Talabat,106,11.3,110,36.1,65.3,4,"Not Holiday",Traditional,Delta,"not weekend",13,35.06,285.51,250.45,February
101163,"2024-01-13 02:30:00",Cairo-Zamalek,"Rice Pudding Nuts",Large,144.02,10,0,"No Topping",83406,54,Male,Bronze,"Credit Card","Mobile App",21,14.4,148,23.5,39.6,NULL,"Not Holiday",Traditional,"Greater Cairo",Weekend,2,201.63,1641.83,1440.20,January
104255,"2024-02-14 07:30:00",Giza-Zayed,"Qishtouza Lotus",Large,154.89,2,0,Pistachio,60927,44,Female,"No Membership",Wallet,"Mobile App",29,13.1,115,38.2,59.7,2,"Not Holiday",Modern,"Greater Cairo","not weekend",7,43.37,353.15,309.78,February
106373,"2024-03-07 09:00:00",Mansoura-Mashaya,"Rice Pudding Oven",Medium,102.77,11,0,"No Topping",62426,48,Female,Bronze,Wallet,ElMenus,114,3.9,132,37.4,87.1,3,"Not Holiday",Traditional,Delta,"not weekend",9,158.27,1288.74,1130.47,March
101528,"2024-01-16 21:45:00","Cairo-Nasr City","Sweet Koshary Mix",Large,159.09,11,0,"No Topping",66031,63,Female,"No Membership",Cash,Talabat,54,2.9,147,36.6,71,1,"Not Holiday",Signature,"Greater Cairo","not weekend",21,245,1994.99,1749.99,January
